city,price,year,manufacturer,condition,cylinders,odometer,title_status,transmission,drive,size,type,paint_color
"st louis, MO",36000,2013,toyota,excellent,8 cylinders,25964,clean,automatic,4wd,full-size,pickup,silver
sacramento,32608,2019,ford,excellent,6 cylinders,25963,clean,automatic,rwd,full-size,van,silver
"salem, OR",15995,2018,nissan,like new,4 cylinders,25957,clean,automatic,fwd,full-size,sedan,brown
"Springfield, Dayton, OH",9800,2015,chevrolet,excellent,4 cylinders,25950,rebuilt,automatic,fwd,mid-size,sedan,black
"Springfield, Dayton, OH",9800,2015,chevrolet,excellent,4 cylinders,25950,rebuilt,automatic,fwd,mid-size,sedan,black
"lafayette, LA",19591,2018,honda,excellent,4 cylinders,25935,clean,automatic,fwd,mid-size,SUV,white
indianapolis,24600,2018,jeep,like new,6 cylinders,25910,clean,automatic,4wd,mid-size,SUV,silver
"redding, CA",15995,2018,chevrolet,excellent,4 cylinders,25904,clean,automatic,fwd,full-size,sedan,silver
"chico, CA",15995,2018,chevrolet,excellent,4 cylinders,25904,clean,automatic,fwd,mid-size,sedan,silver
SF bay area,37900,2017,lexus,good,6 cylinders,25853,clean,automatic,fwd,full-size,SUV,silver
sacramento,37900,2017,lexus,good,6 cylinders,25853,clean,automatic,fwd,full-size,SUV,silver
"Raleigh-Durham, Durham, NC",19250,2017,honda,excellent,4 cylinders,25850,clean,automatic,fwd,mid-size,sedan,black
seattle-tacoma,13997,2016,kia,excellent,6 cylinders,25819,rebuilt,automatic,fwd,full-size,mini-van,blue
"orange county, CA",23900,2019,chevrolet,excellent,6 cylinders,25810,clean,automatic,rwd,mid-size,convertible,silver
"treasure coast, FL",16655,2017,ford,excellent,4 cylinders,25809,clean,automatic,fwd,full-size,sedan,red
"treasure coast, FL",16499,2017,ford,excellent,4 cylinders,25809,clean,automatic,fwd,full-size,sedan,red
"boulder, CO",49970,2017,bmw,excellent,6 cylinders,25807,clean,automatic,rwd,compact,coupe,silver
"Fort Collins, CO",49970,2017,bmw,excellent,6 cylinders,25807,clean,automatic,rwd,compact,coupe,silver
"reading, PA",13500,2017,toyota,excellent,4 cylinders,25800,clean,automatic,fwd,sub-compact,sedan,grey
detroit metro,28450,2017,ford,excellent,6 cylinders,25772,clean,automatic,4wd,mid-size,truck,blue
"Madison, WI",21250,2015,mercedes-benz,like new,4 cylinders,25772,clean,automatic,4wd,mid-size,SUV,black
"austin, TX",17900,2019,volkswagen,like new,4 cylinders,25767,lien,automatic,fwd,mid-size,sedan,white
"eau claire, WI",16990,2018,chevrolet,like new,4 cylinders,25760,clean,automatic,fwd,mid-size,SUV,black
"eau claire, WI",16990,2018,chevrolet,like new,4 cylinders,25760,clean,automatic,fwd,mid-size,SUV,black
tampa bay area,43990,2017,audi,excellent,6 cylinders,25760,clean,automatic,4wd,full-size,sedan,white
las vegas,28950,2013,mercedes-benz,like new,8 cylinders,25750,clean,automatic,fwd,full-size,sedan,grey
"lancaster, PA",19990,2015,ford,excellent,6 cylinders,25740,clean,automatic,rwd,full-size,SUV,white
"prescott, AZ",40000,2019,dodge,excellent,6 cylinders,25739,clean,automatic,fwd,full-size,van,white
"new haven, CT",14500,2016,subaru,excellent,4 cylinders,25737,clean,automatic,4wd,mid-size,sedan,grey
"birmingham, AL",14995,2014,ford,like new,8 cylinders,25734,clean,automatic,rwd,full-size,truck,white
"columbia, SC",14995,2014,ford,like new,8 cylinders,25734,clean,automatic,rwd,full-size,pickup,white
"chattanooga, TN",14995,2014,ford,like new,8 cylinders,25734,clean,automatic,rwd,full-size,pickup,white
"modesto, CA",12500,2017,chevrolet,like new,4 cylinders,25700,clean,automatic,fwd,sub-compact,SUV,grey
san luis obispo,20995,2018,chevrolet,good,4 cylinders,25693,clean,automatic,rwd,full-size,SUV,white
"florence, SC",33900,2017,ford,like new,8 cylinders,25687,clean,automatic,4wd,full-size,truck,white
"fort wayne, IN",15900,2011,ford,excellent,6 cylinders,25681,clean,automatic,rwd,mid-size,pickup,red
"bozeman, MT",33499,2017,ford,excellent,8 cylinders,25670,clean,automatic,4wd,full-size,truck,silver
"lynchburg, VA",25899,2015,ford,excellent,6 cylinders,25664,clean,automatic,4wd,full-size,truck,black
"GrubSouth, Huntsville, AL",24500,2017,nissan,excellent,6 cylinders,25657,clean,automatic,fwd,mid-size,SUV,grey
sacramento,18995,2016,chrysler,excellent,6 cylinders,25652,clean,automatic,4wd,full-size,sedan,white
sacramento,18995,2016,chrysler,excellent,6 cylinders,25652,clean,automatic,4wd,full-size,sedan,white
kenai peninsula,18975,2018,hyundai,like new,4 cylinders,25645,clean,automatic,4wd,full-size,SUV,red
"wausau, WI",18995,2018,jeep,good,4 cylinders,25612,clean,automatic,4wd,full-size,SUV,blue
"wausau, WI",18995,2018,jeep,good,4 cylinders,25612,clean,automatic,4wd,full-size,SUV,blue
"wausau, WI",18995,2018,jeep,good,4 cylinders,25612,clean,automatic,4wd,full-size,SUV,blue
"Madison, WI",31592,2017,ford,excellent,6 cylinders,25612,clean,automatic,4wd,full-size,truck,red
"salem, OR",32995,2017,toyota,good,6 cylinders,25611,clean,automatic,4wd,mid-size,pickup,grey
"eugene, OR",32995,2017,toyota,excellent,6 cylinders,25611,clean,automatic,4wd,mid-size,pickup,grey
"bend, OR",32995,2017,toyota,excellent,6 cylinders,25611,clean,automatic,4wd,mid-size,pickup,grey
"denver, CO",19950,2013,jeep,like new,6 cylinders,25607,clean,automatic,4wd,mid-size,SUV,white
"Moorhead, MN",26995,2017,ford,like new,4 cylinders,25604,clean,automatic,4wd,full-size,SUV,silver
"Moorhead, MN",26995,2017,ford,like new,4 cylinders,25604,clean,automatic,4wd,full-size,SUV,silver
"charleston, SC",23475,2015,mercedes-benz,like new,6 cylinders,25600,clean,automatic,rwd,mid-size,SUV,white
cumberland valley,20000,2014,chevrolet,excellent,6 cylinders,25600,clean,automatic,rwd,full-size,pickup,white
"Fort Myers, Florida",15000,2016,toyota,excellent,4 cylinders,25598,clean,automatic,fwd,mid-size,sedan,blue
"st cloud, MN",20991,2015,chevrolet,like new,6 cylinders,25591,clean,automatic,rwd,full-size,convertible,yellow
"eau claire, WI",25364,2019,toyota,like new,6 cylinders,25590,clean,automatic,fwd,full-size,mini-van,silver
"syracuse, NY",25990,2018,mercedes-benz,excellent,4 cylinders,25587,clean,automatic,4wd,compact,sedan,red
"rochester, NY",25990,2018,mercedes-benz,excellent,4 cylinders,25587,clean,automatic,4wd,compact,sedan,red
"watertown, NY",25990,2018,mercedes-benz,excellent,4 cylinders,25587,clean,automatic,4wd,compact,sedan,red
utica-rome-oneida,25990,2018,mercedes-benz,excellent,4 cylinders,25587,clean,automatic,4wd,compact,sedan,red
"lakeland, FL",16700,2016,volkswagen,excellent,4 cylinders,25581,clean,automatic,fwd,compact,hatchback,red
"bend, OR",13999,2018,ford,excellent,4 cylinders,25576,clean,automatic,fwd,compact,hatchback,white
san diego,24995,2017,nissan,like new,8 cylinders,25556,clean,automatic,rwd,full-size,pickup,silver
"Green bay, WI",41900,2018,toyota,excellent,6 cylinders,25553,clean,automatic,4wd,full-size,SUV,black
"Oklahoma City, OK",26000,2018,ford,new,8 cylinders,25550,lien,automatic,fwd,full-size,truck,white
"annapolis, MD",24500,2018,toyota,excellent,6 cylinders,25525,clean,automatic,fwd,mid-size,sedan,brown
"lexington, KY",18950,2017,toyota,like new,4 cylinders,25511,clean,automatic,rwd,compact,coupe,black
"hawaii, US",20888,2017,honda,excellent,4 cylinders,25500,clean,automatic,fwd,mid-size,SUV,red
"bellingham, WA",13500,2013,toyota,excellent,4 cylinders,25500,clean,manual,rwd,mid-size,truck,white
"Edinburg, TX",8200,2016,chevrolet,excellent,4 cylinders,25500,rebuilt,automatic,fwd,mid-size,sedan,blue
utica-rome-oneida,17440,2018,volkswagen,excellent,4 cylinders,25500,lien,automatic,4wd,mid-size,SUV,blue
"Tyler, TX",38900,2016,ram,excellent,8 cylinders,25500,clean,automatic,4wd,full-size,pickup,white
northwest OK,39615,2015,chevrolet,excellent,8 cylinders,25499,clean,automatic,rwd,sub-compact,coupe,grey
"phoenix, AZ",27991,2014,chevrolet,excellent,8 cylinders,25463,clean,automatic,rwd,mid-size,truck,black
chicago,6495,2013,chrysler,excellent,4 cylinders,25449,clean,automatic,fwd,mid-size,sedan,black
"chattanooga, TN",17000,2016,nissan,excellent,6 cylinders,25427,clean,automatic,fwd,full-size,sedan,black
"chattanooga, TN",21000,2012,chevrolet,like new,8 cylinders,25400,clean,manual,rwd,mid-size,coupe,black
"fort wayne, IN",29900,2018,chevrolet,like new,8 cylinders,25400,lien,automatic,4wd,full-size,pickup,white
"kansas city, MO",33900,2018,chevrolet,like new,8 cylinders,25400,clean,automatic,4wd,full-size,truck,white
"louisville, KY",25000,2018,volkswagen,excellent,4 cylinders,25400,clean,automatic,fwd,mid-size,SUV,grey
"pensacola, FL",17500,2012,ford,like new,8 cylinders,25388,clean,automatic,rwd,full-size,van,white
"stockton, CA",24995,2011,ford,like new,8 cylinders,25379,clean,automatic,4wd,full-size,truck,blue
"chattanooga, TN",17000,2016,nissan,excellent,6 cylinders,25367,clean,automatic,fwd,full-size,sedan,black
"corpus christi, TX",11800,2010,chevrolet,good,8 cylinders,25333,clean,automatic,rwd,full-size,pickup,white
"york, PA",7995,2013,chevrolet,excellent,4 cylinders,25329,clean,automatic,fwd,compact,hatchback,silver
"Spokane, WA",27001,2018,ford,excellent,6 cylinders,25273,clean,automatic,4wd,mid-size,truck,silver
"charleston, SC",33390,2016,lexus,good,6 cylinders,25273,clean,automatic,fwd,full-size,SUV,black
"hawaii, US",39995,2016,gmc,excellent,8 cylinders,25270,clean,automatic,rwd,full-size,SUV,grey
"Oshkosh, WI",7995,2016,nissan,good,4 cylinders,25266,salvage,automatic,4wd,full-size,SUV,black
dubuque,7995,2016,nissan,good,4 cylinders,25266,salvage,automatic,4wd,full-size,SUV,black
"denver, CO",34800,2018,honda,excellent,6 cylinders,25249,clean,automatic,fwd,full-size,mini-van,black
"hawaii, US",18775,2017,dodge,excellent,6 cylinders,25239,clean,automatic,fwd,full-size,mini-van,silver
"bozeman, MT",28931,2017,chevrolet,good,6 cylinders,25234,clean,automatic,4wd,full-size,truck,red
"wichita, KS",21750,2016,audi,like new,4 cylinders,25206,clean,automatic,4wd,mid-size,sedan,grey
"fort wayne, IN",41800,2017,ram,good,8 cylinders,25200,clean,automatic,4wd,full-size,truck,silver
detroit metro,18995,2016,chevrolet,excellent,6 cylinders,25198,clean,automatic,fwd,full-size,SUV,silver
"charlotte, NC",11900,2013,volkswagen,excellent,4 cylinders,25198,clean,automatic,fwd,mid-size,sedan,red
"kansas city, MO",31900,2018,chevrolet,like new,8 cylinders,25191,clean,automatic,4wd,full-size,truck,white
sacramento,10500,2017,kia,excellent,4 cylinders,25185,salvage,automatic,fwd,full-size,sedan,grey
detroit metro,19995,2017,gmc,excellent,6 cylinders,25168,clean,automatic,fwd,mid-size,SUV,white
"augusta, GA",23700,2018,ford,excellent,4 cylinders,25168,clean,automatic,rwd,mid-size,convertible,black
"Green bay, WI",23614,2017,gmc,excellent,6 cylinders,25153,clean,automatic,4wd,mid-size,SUV,black
"Oshkosh, WI",22941,2017,gmc,excellent,6 cylinders,25153,clean,automatic,4wd,mid-size,SUV,black
albuquerque,29896,2017,ford,good,6 cylinders,25126,clean,automatic,4wd,full-size,truck,grey
wyoming,29896,2017,ford,good,6 cylinders,25126,clean,automatic,4wd,full-size,truck,grey
sacramento,29895,2018,chevrolet,like new,8 cylinders,25125,clean,automatic,4wd,full-size,pickup,black
"birmingham, AL",7999,2015,nissan,good,4 cylinders,25124,clean,automatic,fwd,mid-size,hatchback,white
"GrubSouth, Huntsville, AL",28900,2017,nissan,good,6 cylinders,25123,clean,automatic,4wd,full-size,SUV,red
"Dallas, TX",8990,2017,kia,like new,4 cylinders,25120,rebuilt,automatic,fwd,full-size,wagon,silver
detroit metro,13500,2017,dodge,excellent,4 cylinders,25103,clean,automatic,fwd,full-size,wagon,white
"reading, PA",10900,2015,hyundai,excellent,4 cylinders,25100,clean,automatic,fwd,mid-size,sedan,black
"Raleigh-Durham, Durham, NC",24639,2017,chevrolet,like new,6 cylinders,25091,clean,automatic,fwd,full-size,sedan,black
"inland empire, CA",14995,2016,nissan,like new,4 cylinders,25076,clean,automatic,fwd,full-size,sedan,white
"washington, DC",33400,2016,chevrolet,like new,8 cylinders,25067,clean,automatic,4wd,full-size,pickup,blue
indianapolis,14967,2017,hyundai,like new,4 cylinders,25058,clean,automatic,fwd,mid-size,sedan,red
"billings, MT",18995,2015,dodge,excellent,6 cylinders,25031,clean,automatic,4wd,full-size,sedan,white
"el paso, TX",12900,2018,honda,excellent,4 cylinders,25014,rebuilt,automatic,fwd,compact,hatchback,blue
"el paso, TX",9999,2015,chevrolet,excellent,6 cylinders,25010,rebuilt,automatic,rwd,mid-size,coupe,black
"Omaha-Council Bluffs, NE-IA",18600,2016,nissan,excellent,4 cylinders,25008,clean,automatic,4wd,mid-size,wagon,white
"baltimore, MD",22000,2014,ford,excellent,8 cylinders,25000,clean,manual,rwd,full-size,coupe,black
"kansas city, MO",25750,2018,honda,like new,4 cylinders,25000,clean,manual,4wd,full-size,SUV,red
"asheville, NC",18000,2018,chevrolet,like new,4 cylinders,25000,clean,manual,rwd,mid-size,pickup,grey
"des moines, IA",23000,2017,chrysler,good,4 cylinders,25000,clean,automatic,fwd,mid-size,sedan,custom
"wichita falls, TX",33988,2018,chevrolet,like new,8 cylinders,25000,clean,automatic,4wd,full-size,truck,blue
"wichita falls, TX",33500,2018,chevrolet,like new,8 cylinders,25000,clean,automatic,4wd,full-size,truck,white
"wichita falls, TX",17588,2017,honda,like new,4 cylinders,25000,clean,automatic,fwd,full-size,sedan,blue
"wichita, KS",33988,2018,chevrolet,like new,8 cylinders,25000,clean,automatic,4wd,full-size,truck,blue
"wichita, KS",33500,2018,chevrolet,like new,8 cylinders,25000,clean,automatic,4wd,full-size,truck,white
"wichita, KS",17588,2017,honda,like new,4 cylinders,25000,clean,automatic,fwd,full-size,sedan,blue
utica-rome-oneida,13249,2018,kia,like new,4 cylinders,25000,clean,automatic,fwd,mid-size,sedan,white
"salina, KS",6500,2016,chevrolet,like new,4 cylinders,25000,clean,automatic,fwd,mid-size,sedan,black
"birmingham, AL",19500,2018,toyota,like new,4 cylinders,25000,clean,automatic,fwd,full-size,sedan,blue
"inland empire, CA",18000,2018,honda,like new,4 cylinders,25000,clean,automatic,fwd,full-size,sedan,white
"inland empire, CA",18000,2018,honda,like new,4 cylinders,25000,clean,automatic,fwd,full-size,sedan,white
"inland empire, CA",17900,2018,honda,like new,4 cylinders,25000,clean,automatic,fwd,full-size,sedan,white
"inland empire, CA",17500,2018,honda,like new,4 cylinders,25000,clean,automatic,fwd,full-size,sedan,white
central NJ,16400,2017,toyota,like new,4 cylinders,25000,clean,automatic,fwd,full-size,sedan,white
"Anchorage, AK",11500,2017,toyota,like new,4 cylinders,25000,clean,automatic,fwd,compact,sedan,white
"buffalo, NY",28999,2016,mercedes-benz,like new,4 cylinders,25000,clean,automatic,4wd,compact,sedan,black
"GrubSouth, Huntsville, AL",27500,2018,subaru,like new,4 cylinders,25000,clean,automatic,4wd,mid-size,SUV,white
tampa bay area,21900,2018,toyota,like new,4 cylinders,25000,clean,automatic,fwd,mid-size,SUV,silver
outer banks,33900,2017,jeep,like new,6 cylinders,25000,clean,automatic,4wd,mid-size,SUV,grey
sarasota-bradenton,36999,2018,ford,like new,6 cylinders,25000,clean,automatic,4wd,full-size,pickup,white
"chattanooga, TN",36000,2017,toyota,like new,6 cylinders,25000,clean,automatic,4wd,mid-size,truck,black
"Minneapolis–Saint Paul, MN",20995,2011,chevrolet,excellent,8 cylinders,25000,clean,automatic,rwd,mid-size,convertible,red
"eugene, OR",40900,2017,ford,excellent,8 cylinders,25000,clean,automatic,4wd,full-size,pickup,white
delaware,28000,2014,chevrolet,excellent,8 cylinders,25000,clean,automatic,4wd,full-size,truck,silver
"houston, TX",33000,2014,jeep,excellent,6 cylinders,25000,clean,automatic,4wd,mid-size,SUV,black
"memphis, TN",18500,2015,ford,excellent,6 cylinders,25000,clean,automatic,rwd,mid-size,convertible,red
albuquerque,6000,2010,ford,excellent,6 cylinders,25000,clean,automatic,fwd,full-size,sedan,silver
"cedar rapids, IA",24795,2018,nissan,excellent,6 cylinders,25000,clean,automatic,rwd,mid-size,van,white
detroit metro,23000,2016,bmw,excellent,4 cylinders,25000,clean,automatic,4wd,mid-size,other,blue
"lafayette, LA",17500,2017,toyota,excellent,4 cylinders,25000,clean,automatic,fwd,full-size,sedan,white
north jersey,10900,2014,honda,excellent,4 cylinders,25000,clean,automatic,fwd,compact,sedan,silver
"Oshkosh, WI",14000,2017,chevrolet,excellent,4 cylinders,25000,clean,automatic,fwd,mid-size,sedan,grey
"nashville, TN",19495,2019,dodge,excellent,6 cylinders,25000,clean,automatic,fwd,mid-size,mini-van,black
"toledo, OH",8995,2014,honda,excellent,4 cylinders,25000,rebuilt,automatic,fwd,full-size,sedan,grey
"topeka, KS",6000,2017,chevrolet,good,4 cylinders,25000,rebuilt,automatic,fwd,sub-compact,hatchback,grey
"orange county, CA",12499,2016,honda,excellent,4 cylinders,25000,salvage,automatic,fwd,mid-size,coupe,black
"stockton, CA",19998,2014,dodge,excellent,6 cylinders,25000,salvage,automatic,rwd,full-size,SUV,black
"stockton, CA",19998,2017,dodge,excellent,6 cylinders,25000,salvage,automatic,rwd,full-size,SUV,blue
sacramento,19998,2017,dodge,excellent,6 cylinders,25000,salvage,automatic,rwd,full-size,SUV,blue
east idaho,16000,2016,ford,excellent,4 cylinders,25000,lien,manual,fwd,compact,hatchback,black
"bend, OR",29998,2017,subaru,excellent,4 cylinders,25000,clean,manual,4wd,compact,sedan,silver
medford-ashland,29998,2017,subaru,excellent,4 cylinders,25000,clean,manual,4wd,compact,sedan,silver
"bend, OR",23500,2015,subaru,excellent,4 cylinders,25000,clean,manual,4wd,compact,sedan,blue
east oregon,22998,2015,subaru,excellent,4 cylinders,25000,clean,manual,4wd,compact,sedan,blue
"jonesboro, AR",14500,2015,chrysler,excellent,6 cylinders,24996,clean,automatic,4wd,mid-size,coupe,white
little rock,14500,2015,chrysler,excellent,6 cylinders,24996,clean,automatic,4wd,mid-size,coupe,white
"fayetteville, AR",14500,2015,chrysler,excellent,6 cylinders,24996,clean,automatic,4wd,mid-size,coupe,white
"el paso, TX",19999,2018,toyota,excellent,6 cylinders,24965,rebuilt,automatic,4wd,full-size,SUV,silver
"wausau, WI",16936,2016,jeep,excellent,4 cylinders,24964,clean,automatic,4wd,mid-size,SUV,white
"Oshkosh, WI",16936,2016,jeep,excellent,4 cylinders,24964,clean,automatic,4wd,mid-size,SUV,white
"Madison, WI",16936,2016,jeep,excellent,4 cylinders,24964,clean,automatic,4wd,mid-size,SUV,white
"hawaii, US",15557,2017,honda,excellent,4 cylinders,24964,clean,automatic,fwd,mid-size,sedan,grey
"bozeman, MT",31999,2017,gmc,excellent,8 cylinders,24955,clean,automatic,4wd,full-size,truck,white
northern WI,16936,2016,jeep,excellent,4 cylinders,24955,clean,automatic,4wd,mid-size,SUV,white
"Green bay, WI",16936,2016,jeep,excellent,4 cylinders,24955,clean,automatic,4wd,mid-size,SUV,white
"bend, OR",33200,2019,ford,excellent,6 cylinders,24934,clean,automatic,4wd,full-size,SUV,blue
"birmingham, AL",22495,2018,jeep,good,6 cylinders,24933,clean,automatic,4wd,full-size,SUV,black
"phoenix, AZ",32977,2016,dodge,excellent,8 cylinders,24932,clean,manual,rwd,mid-size,coupe,red
"Minneapolis–Saint Paul, MN",28980,2017,ford,excellent,6 cylinders,24928,clean,automatic,4wd,full-size,truck,blue
north jersey,26625,2017,dodge,good,6 cylinders,24916,clean,automatic,4wd,full-size,SUV,grey
"Spokane, WA",31750,2016,ram,excellent,8 cylinders,24906,clean,automatic,4wd,mid-size,truck,white
"upper peninsula, MI",23500,2017,chevrolet,excellent,6 cylinders,24900,rebuilt,automatic,fwd,full-size,SUV,silver
"janesville, WI",15750,2016,honda,excellent,4 cylinders,24900,clean,automatic,fwd,mid-size,sedan,grey
"syracuse, NY",13499,2016,acura,excellent,4 cylinders,24892,rebuilt,automatic,fwd,compact,sedan,white
"watertown, NY",15990,2017,jeep,excellent,4 cylinders,24887,clean,automatic,4wd,mid-size,SUV,silver
"syracuse, NY",15990,2017,jeep,excellent,4 cylinders,24887,clean,automatic,4wd,mid-size,SUV,silver
utica-rome-oneida,15990,2017,jeep,excellent,4 cylinders,24887,clean,automatic,4wd,mid-size,SUV,silver
"rochester, NY",15990,2017,jeep,excellent,4 cylinders,24887,clean,automatic,4wd,mid-size,SUV,silver
"houston, TX",18988,2017,kia,excellent,4 cylinders,24875,clean,automatic,fwd,compact,SUV,grey
"Vermont, IL",13998,2016,mazda,excellent,4 cylinders,24870,clean,automatic,fwd,full-size,sedan,blue
"Vermont, IL",13998,2016,mazda,excellent,4 cylinders,24870,clean,automatic,fwd,full-size,sedan,blue
"Vermont, IL",13998,2016,mazda,excellent,4 cylinders,24870,clean,automatic,fwd,full-size,sedan,blue
"Vermont, IL",13998,2016,mazda,excellent,4 cylinders,24870,clean,automatic,fwd,full-size,sedan,blue
"Vermont, IL",13998,2016,mazda,excellent,4 cylinders,24870,clean,automatic,fwd,full-size,sedan,blue
"Fort Collins, CO",22970,2018,volkswagen,excellent,4 cylinders,24868,clean,manual,fwd,mid-size,hatchback,blue
"bend, OR",28990,2017,audi,excellent,4 cylinders,24849,clean,automatic,4wd,mid-size,SUV,blue
"Vermont, IL",13998,2016,mazda,excellent,4 cylinders,24849,clean,automatic,fwd,full-size,sedan,blue
"Vermont, IL",13998,2016,mazda,excellent,4 cylinders,24849,clean,automatic,fwd,full-size,sedan,blue
"Vermont, IL",13998,2016,mazda,excellent,4 cylinders,24849,clean,automatic,fwd,full-size,sedan,blue
"Vermont, IL",13998,2016,mazda,excellent,4 cylinders,24849,clean,automatic,fwd,full-size,sedan,blue
"Vermont, IL",13998,2016,mazda,excellent,4 cylinders,24849,clean,automatic,fwd,full-size,sedan,blue
"Vermont, IL",13998,2016,mazda,excellent,4 cylinders,24849,clean,automatic,fwd,full-size,sedan,blue
"Albany, OR",20000,2017,ford,good,6 cylinders,24842,salvage,automatic,4wd,full-size,SUV,blue
"hawaii, US",20495,2018,subaru,good,4 cylinders,24829,clean,automatic,4wd,compact,sedan,blue
"lincoln, NE",22900,2018,ford,excellent,6 cylinders,24826,clean,automatic,rwd,full-size,van,white
"denver, CO",11000,2012,toyota,good,4 cylinders,24802,clean,automatic,fwd,compact,sedan,grey
"tucson, AZ",36995,2017,toyota,like new,6 cylinders,24800,clean,automatic,4wd,full-size,SUV,white
"richmond, VA",28000,2017,toyota,excellent,6 cylinders,24800,clean,automatic,4wd,full-size,truck,grey
"jacksonville, FL",12500,2017,fiat,excellent,4 cylinders,24800,clean,automatic,fwd,mid-size,convertible,black
"rockford, IL",28990,2015,ford,like new,8 cylinders,24791,clean,automatic,4wd,full-size,pickup,blue
"Jefferson City, TN",35450,2017,ford,excellent,8 cylinders,24780,clean,automatic,4wd,full-size,truck,silver
"Raleigh-Durham, Durham, NC",9400,2014,mazda,like new,4 cylinders,24764,salvage,automatic,fwd,compact,sedan,black
"Oklahoma City, OK",29999,2016,lexus,like new,6 cylinders,24756,clean,automatic,rwd,mid-size,sedan,grey
"nashville, TN",17995,2016,subaru,excellent,4 cylinders,24739,clean,automatic,4wd,mid-size,wagon,silver
"nashville, TN",17995,2016,subaru,excellent,4 cylinders,24739,clean,automatic,4wd,mid-size,wagon,silver
"Greenville, NC",13995,2018,toyota,excellent,4 cylinders,24680,clean,automatic,fwd,mid-size,sedan,red
little rock,28495,2015,toyota,good,6 cylinders,24664,clean,manual,4wd,full-size,truck,white
"birmingham, AL",10888,2010,toyota,excellent,4 cylinders,24650,clean,automatic,fwd,mid-size,sedan,silver
"birmingham, AL",10888,2010,toyota,excellent,4 cylinders,24650,clean,automatic,fwd,mid-size,sedan,silver
"redding, CA",29995,2019,dodge,excellent,8 cylinders,24630,clean,automatic,rwd,full-size,sedan,black
"chico, CA",29995,2019,dodge,excellent,8 cylinders,24630,clean,automatic,rwd,mid-size,coupe,black
"lansing, MI",25900,2017,nissan,excellent,4 cylinders,24624,clean,automatic,fwd,mid-size,SUV,red
"grand rapids, MI",25900,2017,nissan,excellent,4 cylinders,24624,clean,automatic,fwd,mid-size,SUV,red
albuquerque,16795,2018,chevrolet,like new,4 cylinders,24601,clean,automatic,fwd,sub-compact,hatchback,silver
western slope,16795,2018,chevrolet,like new,4 cylinders,24601,clean,automatic,fwd,sub-compact,hatchback,silver
"orlando, FL",27499,2015,ford,excellent,8 cylinders,24600,clean,manual,rwd,mid-size,coupe,red
"long island, NY",24000,2018,honda,like new,4 cylinders,24600,clean,automatic,fwd,full-size,sedan,grey
"Jefferson City, TN",24500,2017,ford,like new,6 cylinders,24600,clean,automatic,rwd,mid-size,coupe,red
"hawaii, US",21998,2017,honda,excellent,4 cylinders,24600,clean,automatic,4wd,mid-size,SUV,silver
"hawaii, US",20995,2017,honda,excellent,4 cylinders,24600,clean,automatic,fwd,mid-size,SUV,white
"charleston, SC",42840,2017,ford,good,8 cylinders,24574,clean,automatic,rwd,full-size,bus,white
"las cruces, NM",9900,2015,volkswagen,excellent,4 cylinders,24567,rebuilt,automatic,fwd,mid-size,SUV,black
"South Bend, IN",23919,2019,nissan,like new,6 cylinders,24548,clean,automatic,4wd,mid-size,truck,grey
maine,10495,2015,ford,like new,4 cylinders,24535,clean,automatic,fwd,mid-size,sedan,silver
SF bay area,23999,2012,dodge,excellent,8 cylinders,24524,clean,manual,rwd,full-size,coupe,green
new orleans,11500,2016,toyota,like new,4 cylinders,24520,rebuilt,automatic,fwd,mid-size,sedan,silver
salt lake city,36000,2014,jeep,excellent,6 cylinders,24505,clean,automatic,4wd,full-size,SUV,black
"sioux falls, SD",19900,2017,ram,salvage,8 cylinders,24500,salvage,automatic,4wd,full-size,truck,grey
visalia-tulare,25500,2018,honda,like new,4 cylinders,24500,clean,automatic,fwd,full-size,sedan,white
"atlanta, GA",15299,2017,nissan,like new,4 cylinders,24488,clean,automatic,rwd,mid-size,truck,white
"cleveland, OH",18900,2010,chevrolet,excellent,8 cylinders,24456,clean,manual,rwd,mid-size,coupe,red
northwest GA,13995,2016,volkswagen,excellent,4 cylinders,24450,clean,automatic,fwd,mid-size,SUV,blue
"Greenville, NC",26500,2016,acura,like new,6 cylinders,24438,clean,automatic,fwd,mid-size,SUV,blue
sarasota-bradenton,16800,2016,honda,like new,4 cylinders,24422,lien,automatic,4wd,mid-size,SUV,grey
SF bay area,26999,2015,toyota,excellent,6 cylinders,24422,clean,automatic,rwd,full-size,truck,grey
"atlanta, GA",16850,2015,honda,excellent,4 cylinders,24414,clean,automatic,fwd,full-size,sedan,grey
"phoenix, AZ",41774,2017,jeep,like new,6 cylinders,24403,clean,automatic,4wd,full-size,SUV,white
potsdam-canton-massena,31995,2016,ford,excellent,8 cylinders,24402,clean,automatic,4wd,full-size,pickup,white
potsdam-canton-massena,30995,2016,ford,excellent,8 cylinders,24402,clean,automatic,4wd,full-size,pickup,white
plattsburgh-adirondacks,31995,2016,ford,excellent,8 cylinders,24402,clean,automatic,4wd,full-size,truck,white
plattsburgh-adirondacks,30995,2016,ford,excellent,8 cylinders,24402,clean,automatic,4wd,full-size,truck,white
"Vermont, IL",30995,2016,ford,excellent,8 cylinders,24402,clean,automatic,4wd,full-size,truck,white
wyoming,49971,2017,gmc,good,8 cylinders,24396,clean,automatic,4wd,full-size,SUV,white
albuquerque,49971,2017,gmc,good,8 cylinders,24396,clean,automatic,4wd,full-size,SUV,white
