city,price,year,manufacturer,condition,cylinders,odometer,title_status,transmission,drive,size,type,paint_color
"Albany, NY",27800,2014,chevrolet,good,8 cylinders,95997,clean,automatic,4wd,full-size,SUV,black
chicago,12000,2014,ford,like new,6 cylinders,95984,clean,automatic,4wd,full-size,sedan,black
detroit metro,23900,2017,ram,good,8 cylinders,95982,clean,automatic,4wd,full-size,truck,white
"lansing, MI",23900,2017,ram,good,8 cylinders,95982,clean,automatic,4wd,full-size,truck,white
northern michigan,23900,2017,ram,good,8 cylinders,95982,clean,automatic,4wd,full-size,truck,white
"grand rapids, MI",23900,2017,ram,good,8 cylinders,95982,clean,automatic,4wd,full-size,truck,white
western slope,16995,2011,jeep,good,8 cylinders,95982,clean,automatic,4wd,mid-size,SUV,grey
"asheville, NC",16495,2013,toyota,excellent,6 cylinders,95979,clean,automatic,4wd,mid-size,wagon,black
"asheville, NC",16495,2013,toyota,excellent,6 cylinders,95979,clean,automatic,4wd,mid-size,wagon,black
"asheville, NC",16495,2013,toyota,excellent,6 cylinders,95979,clean,automatic,4wd,mid-size,wagon,black
"asheville, NC",16495,2013,toyota,excellent,6 cylinders,95979,clean,automatic,4wd,mid-size,wagon,black
"montgomery, AL",13520,2010,ford,like new,6 cylinders,95972,clean,automatic,rwd,mid-size,truck,silver
"Oshkosh, WI",18995,2016,gmc,like new,6 cylinders,95972,clean,automatic,4wd,full-size,truck,white
"Macon, GA",10988,2013,honda,excellent,4 cylinders,95968,clean,automatic,fwd,mid-size,SUV,brown
"Spokane, WA",9997,2014,volkswagen,excellent,4 cylinders,95965,clean,automatic,fwd,compact,sedan,white
"nashville, TN",11375,2015,ford,good,4 cylinders,95949,clean,automatic,fwd,full-size,SUV,black
"tucson, AZ",16995,2013,gmc,good,8 cylinders,95945,clean,automatic,4wd,full-size,pickup,grey
"kansas city, MO",5000,2012,ford,good,4 cylinders,95935,clean,automatic,fwd,full-size,hatchback,silver
"Madison, WI",8245,2013,hyundai,excellent,4 cylinders,95928,clean,automatic,fwd,mid-size,sedan,grey
"lansing, MI",20900,2014,jeep,good,8 cylinders,95900,clean,automatic,4wd,full-size,SUV,brown
detroit metro,20900,2014,jeep,good,8 cylinders,95900,clean,automatic,4wd,full-size,SUV,brown
"grand rapids, MI",20900,2014,jeep,good,8 cylinders,95900,clean,automatic,4wd,full-size,SUV,brown
northern michigan,20900,2014,jeep,good,8 cylinders,95900,clean,automatic,4wd,full-size,SUV,brown
"erie, PA",11900,2012,jeep,excellent,6 cylinders,95900,clean,automatic,4wd,mid-size,SUV,white
new hampshire,7500,2013,hyundai,good,4 cylinders,95898,clean,automatic,fwd,mid-size,hatchback,red
"yuba-sutter, CA",9999,2011,dodge,excellent,6 cylinders,95894,clean,automatic,rwd,full-size,sedan,grey
florida keys,5800,2014,ford,excellent,4 cylinders,95890,clean,automatic,fwd,compact,hatchback,grey
sacramento,13495,2012,gmc,excellent,6 cylinders,95888,clean,automatic,fwd,full-size,SUV,white
"hattiesburg, MS",19980,2016,ford,good,6 cylinders,95880,clean,automatic,rwd,full-size,truck,black
"treasure coast, FL",10000,2010,gmc,new,8 cylinders,95876,clean,automatic,fwd,full-size,SUV,black
rhode island,15500,2016,honda,excellent,4 cylinders,95854,clean,automatic,fwd,compact,sedan,red
"madera, CA",13995,2011,honda,good,6 cylinders,95844,clean,automatic,4wd,full-size,SUV,blue
"inland empire, CA",13995,2011,honda,good,6 cylinders,95844,clean,automatic,4wd,full-size,SUV,blue
"bakersfield, CA",13995,2011,honda,good,6 cylinders,95844,clean,automatic,4wd,full-size,SUV,blue
utica-rome-oneida,19000,2016,dodge,excellent,8 cylinders,95841,clean,manual,rwd,mid-size,coupe,black
"syracuse, NY",19000,2016,dodge,excellent,8 cylinders,95841,clean,manual,rwd,mid-size,coupe,black
"watertown, NY",19000,2016,dodge,excellent,8 cylinders,95841,clean,manual,rwd,mid-size,coupe,black
albuquerque,30371,2017,gmc,good,8 cylinders,95839,clean,automatic,4wd,full-size,truck,white
wyoming,30371,2017,gmc,good,8 cylinders,95839,clean,automatic,4wd,full-size,truck,white
"Fort Myers, Florida",14998,2015,toyota,like new,4 cylinders,95838,clean,automatic,rwd,mid-size,truck,white
"Oshkosh, WI",8995,2013,nissan,excellent,4 cylinders,95837,clean,automatic,4wd,mid-size,SUV,grey
"la crosse, WI",8995,2013,nissan,excellent,4 cylinders,95837,clean,automatic,4wd,full-size,SUV,grey
"cincinnati, OH",21000,2013,jeep,good,6 cylinders,95820,clean,automatic,4wd,full-size,SUV,black
"inland empire, CA",13583,2013,subaru,excellent,4 cylinders,95813,clean,automatic,rwd,compact,coupe,white
seattle-tacoma,12950,2010,subaru,good,4 cylinders,95798,clean,automatic,4wd,compact,wagon,grey
"houston, TX",10591,2014,bmw,excellent,4 cylinders,95797,clean,automatic,rwd,compact,SUV,black
new orleans,11995,2012,bmw,excellent,8 cylinders,95793,clean,automatic,4wd,mid-size,SUV,black
"Albany, NY",6595,2014,nissan,good,4 cylinders,95781,clean,automatic,fwd,sub-compact,sedan,red
detroit metro,8995,2012,dodge,like new,6 cylinders,95769,clean,automatic,4wd,mid-size,sedan,grey
"Vermont, IL",9998,2013,nissan,excellent,4 cylinders,95752,clean,automatic,4wd,full-size,SUV,silver
"Vermont, IL",9998,2013,nissan,excellent,4 cylinders,95752,clean,automatic,4wd,full-size,SUV,silver
"Vermont, IL",9998,2013,nissan,excellent,4 cylinders,95752,clean,automatic,4wd,full-size,SUV,silver
"Vermont, IL",9998,2013,nissan,excellent,4 cylinders,95752,clean,automatic,4wd,full-size,SUV,silver
"Vermont, IL",9998,2013,nissan,excellent,4 cylinders,95752,clean,automatic,4wd,full-size,SUV,silver
"Vermont, IL",9998,2013,nissan,excellent,4 cylinders,95752,clean,automatic,4wd,full-size,SUV,silver
"wenatchee, WA",15995,2013,ford,excellent,8 cylinders,95750,clean,automatic,4wd,full-size,truck,blue
"lancaster, PA",5250,2010,volkswagen,good,4 cylinders,95745,clean,automatic,fwd,compact,sedan,black
"kokomo, IN",23677,2015,gmc,good,8 cylinders,95732,clean,automatic,4wd,full-size,truck,red
southern illinois,9395,2013,nissan,excellent,4 cylinders,95732,clean,automatic,fwd,mid-size,coupe,black
southeast missouri,9395,2013,nissan,excellent,4 cylinders,95732,clean,automatic,fwd,mid-size,coupe,black
"evansville, IN",9295,2013,nissan,excellent,4 cylinders,95732,clean,automatic,fwd,mid-size,coupe,black
"austin, TX",6950,2010,nissan,excellent,6 cylinders,95731,clean,automatic,fwd,mid-size,SUV,white
"kansas city, MO",12399,2010,ram,excellent,8 cylinders,95729,clean,automatic,4wd,full-size,pickup,silver
"Springfield, Dayton, OH",8900,2014,chevrolet,good,6 cylinders,95709,clean,automatic,fwd,full-size,sedan,silver
parkersburg-marietta,1234,2013,toyota,excellent,4 cylinders,95700,lien,automatic,4wd,mid-size,SUV,blue
"louisville, KY",9950,2013,ford,like new,4 cylinders,95700,rebuilt,manual,fwd,mid-size,hatchback,red
"tulsa, OK",26000,2015,toyota,excellent,6 cylinders,95700,clean,automatic,4wd,full-size,SUV,black
"tucson, AZ",8450,2012,nissan,excellent,6 cylinders,95700,clean,automatic,4wd,full-size,SUV,white
rhode island,19999,2014,jeep,good,6 cylinders,95698,clean,automatic,4wd,full-size,SUV,black
"chattanooga, TN",17999,2013,lexus,good,6 cylinders,95691,clean,automatic,fwd,full-size,SUV,silver
"finger lakes, NY",11500,2013,bmw,excellent,4 cylinders,95686,clean,automatic,4wd,full-size,SUV,black
"madera, CA",11999,2013,honda,excellent,4 cylinders,95684,clean,automatic,fwd,compact,sedan,black
"hudson valley, NY",7999,2011,honda,good,4 cylinders,95683,clean,automatic,fwd,full-size,sedan,blue
delaware,14450,2013,audi,excellent,6 cylinders,95681,clean,automatic,4wd,full-size,sedan,black
"hawaii, US, US",6300,2011,toyota,good,4 cylinders,95680,clean,automatic,fwd,mid-size,sedan,silver
"Fort Myers, Florida",12990,2010,nissan,excellent,8 cylinders,95676,clean,automatic,rwd,full-size,SUV,black
"jacksonville, FL",12000,2014,ford,excellent,8 cylinders,95658,clean,automatic,4wd,full-size,truck,white
"Fort Myers, Florida",12000,2014,ford,excellent,8 cylinders,95658,clean,automatic,4wd,full-size,truck,white
"orlando, FL",12000,2014,ford,excellent,8 cylinders,95658,clean,automatic,4wd,full-size,truck,white
"jacksonville, FL",12000,2014,ford,excellent,8 cylinders,95658,clean,automatic,4wd,full-size,truck,white
"orlando, FL",12000,2014,ford,excellent,8 cylinders,95658,clean,automatic,4wd,full-size,truck,white
"treasure coast, FL",12000,2014,ford,excellent,8 cylinders,95658,clean,automatic,4wd,full-size,truck,white
"treasure coast, FL",12000,2014,ford,excellent,8 cylinders,95658,clean,automatic,4wd,full-size,truck,white
"Fort Myers, Florida",12000,2014,ford,excellent,8 cylinders,95658,clean,automatic,4wd,full-size,truck,white
"iowa city, IA",25000,2015,ram,excellent,8 cylinders,95655,lien,automatic,4wd,full-size,pickup,white
"Moline, IL",6999,2010,hyundai,excellent,4 cylinders,95648,clean,automatic,fwd,full-size,SUV,black
"Scranton--Wilkes-Barre, PA",16888,2011,gmc,like new,8 cylinders,95647,clean,automatic,4wd,full-size,truck,black
"reading, PA",21500,2014,chevrolet,excellent,8 cylinders,95643,clean,manual,4wd,full-size,truck,brown
tallahassee,4900,2013,dodge,good,4 cylinders,95636,rebuilt,automatic,fwd,compact,sedan,grey
los angeles,14500,2011,mercedes-benz,excellent,6 cylinders,95635,clean,automatic,rwd,mid-size,convertible,white
"show low, AZ",18382,2016,gmc,like new,6 cylinders,95627,clean,automatic,4wd,mid-size,SUV,brown
"GrubSouth, Huntsville, AL",21995,2016,ram,good,6 cylinders,95622,clean,automatic,4wd,full-size,truck,white
"nashville, TN",21995,2016,ram,good,6 cylinders,95622,clean,automatic,4wd,full-size,truck,white
"chattanooga, TN",21995,2016,ram,good,6 cylinders,95622,clean,automatic,4wd,full-size,truck,white
"birmingham, AL",21995,2016,ram,good,6 cylinders,95622,clean,automatic,4wd,full-size,truck,white
"Killeen, TX",6200,2010,honda,excellent,4 cylinders,95620,clean,automatic,fwd,mid-size,coupe,red
"Killeen, TX",6200,2010,honda,excellent,4 cylinders,95620,clean,automatic,fwd,mid-size,coupe,red
"Green bay, WI",23500,2014,ford,excellent,6 cylinders,95615,clean,automatic,4wd,full-size,truck,grey
"Green bay, WI",23500,2014,ford,excellent,6 cylinders,95615,clean,automatic,4wd,full-size,truck,grey
"wichita, KS",16990,2014,mercedes-benz,excellent,6 cylinders,95608,clean,automatic,4wd,full-size,SUV,white
"treasure coast, FL",8451,2011,toyota,excellent,4 cylinders,95603,clean,automatic,fwd,mid-size,sedan,brown
san antonio,5995,2012,chevrolet,good,4 cylinders,95600,clean,automatic,fwd,full-size,sedan,brown
"wausau, WI",20800,2012,chevrolet,excellent,8 cylinders,95600,clean,automatic,4wd,full-size,sedan,black
"atlanta, GA",5995,2010,ford,excellent,6 cylinders,95582,clean,automatic,fwd,mid-size,sedan,blue
"chattanooga, TN",19995,2014,ford,good,8 cylinders,95573,clean,automatic,4wd,full-size,truck,grey
"birmingham, AL",19995,2014,ford,good,8 cylinders,95573,clean,automatic,4wd,full-size,truck,grey
"GrubSouth, Huntsville, AL",19995,2014,ford,good,8 cylinders,95573,clean,automatic,4wd,full-size,truck,grey
"Reno, NV",23995,2010,chevrolet,good,8 cylinders,95571,clean,automatic,4wd,full-size,truck,silver
"Madison, WI",9495,2012,dodge,excellent,6 cylinders,95563,clean,automatic,fwd,mid-size,mini-van,blue
"stockton, CA",15977,2012,bmw,excellent,6 cylinders,95562,clean,automatic,rwd,full-size,sedan,black
"austin, TX",22995,2016,ford,excellent,8 cylinders,95561,clean,automatic,4wd,full-size,truck,white
"corpus christi, TX",5995,2011,hyundai,excellent,4 cylinders,95559,clean,automatic,fwd,compact,sedan,blue
"gainesville, FL",3000,2012,toyota,like new,4 cylinders,95555,clean,automatic,fwd,full-size,sedan,green
"springfield, MO",6548,2013,dodge,excellent,4 cylinders,95550,clean,automatic,fwd,mid-size,sedan,white
"Anchorage, AK",14500,2011,ram,excellent,8 cylinders,95533,clean,automatic,4wd,full-size,pickup,custom
tampa bay area,7999,2012,toyota,new,4 cylinders,95532,clean,automatic,fwd,compact,sedan,silver
"mansfield, OH",12995,2015,chrysler,like new,6 cylinders,95528,clean,automatic,fwd,mid-size,mini-van,black
"mansfield, OH",12995,2015,chrysler,like new,6 cylinders,95528,clean,automatic,fwd,mid-size,mini-van,black
boston,9500,2011,acura,good,6 cylinders,95507,rebuilt,automatic,4wd,full-size,SUV,red
"youngstown, OH",16975,2014,chevrolet,excellent,8 cylinders,95500,clean,automatic,rwd,full-size,van,white
"Muncie, IN",14900,2011,acura,excellent,6 cylinders,95500,clean,automatic,4wd,full-size,SUV,grey
"Duluth, MN",7800,2010,toyota,excellent,4 cylinders,95500,clean,automatic,fwd,compact,sedan,blue
"eugene, OR",5950,2012,dodge,excellent,4 cylinders,95500,clean,automatic,fwd,mid-size,sedan,black
"South Bend, IN",14995,2014,ford,good,6 cylinders,95495,clean,automatic,4wd,full-size,SUV,red
"fort wayne, IN",14995,2014,ford,good,6 cylinders,95495,clean,automatic,4wd,full-size,SUV,red
new hampshire,6950,2011,bmw,excellent,6 cylinders,95495,clean,automatic,4wd,mid-size,sedan,grey
"Vermont, IL",12998,2012,kia,good,4 cylinders,95491,clean,automatic,4wd,compact,SUV,red
"Vermont, IL",12998,2012,kia,good,4 cylinders,95491,clean,automatic,4wd,compact,SUV,red
"Green bay, WI",10945,2014,kia,excellent,4 cylinders,95482,clean,automatic,fwd,mid-size,SUV,white
"Oshkosh, WI",10945,2014,kia,excellent,4 cylinders,95482,clean,automatic,fwd,mid-size,SUV,white
"Oshkosh, WI",10945,2014,kia,excellent,4 cylinders,95482,clean,automatic,fwd,mid-size,SUV,white
"Green bay, WI",10945,2014,kia,excellent,4 cylinders,95482,clean,automatic,fwd,mid-size,SUV,white
"pittsburgh, PA",7670,2012,honda,excellent,4 cylinders,95479,clean,automatic,fwd,compact,sedan,silver
"bend, OR",9950,2012,dodge,excellent,6 cylinders,95475,clean,automatic,4wd,mid-size,SUV,black
"Madison, WI",11400,2011,subaru,good,4 cylinders,95472,clean,automatic,4wd,mid-size,SUV,white
"Madison, WI",11200,2011,subaru,good,4 cylinders,95472,clean,automatic,4wd,mid-size,SUV,white
"Raleigh-Durham, Durham, NC",6995,2015,kia,excellent,4 cylinders,95469,clean,automatic,fwd,mid-size,sedan,white
"des moines, IA",9995,2011,chevrolet,excellent,6 cylinders,95463,clean,automatic,fwd,mid-size,SUV,grey
"billings, MT",13900,2010,ford,excellent,8 cylinders,95453,clean,automatic,4wd,full-size,pickup,white
"Fort Myers, Florida",22995,2014,toyota,excellent,8 cylinders,95452,lien,automatic,4wd,full-size,pickup,black
"Fort Myers, Florida",22995,2014,toyota,excellent,8 cylinders,95452,lien,automatic,4wd,full-size,pickup,black
"orlando, FL",22995,2014,toyota,excellent,8 cylinders,95452,lien,automatic,4wd,full-size,pickup,black
"hartford, CT",21500,2010,toyota,excellent,8 cylinders,95452,clean,automatic,4wd,full-size,pickup,blue
monterey bay,12500,2011,mercedes-benz,excellent,6 cylinders,95450,clean,automatic,rwd,mid-size,SUV,white
"phoenix, AZ",11999,2012,mercedes-benz,excellent,6 cylinders,95421,clean,automatic,rwd,compact,coupe,black
"Madison, WI",14788,2013,honda,excellent,4 cylinders,95416,clean,automatic,4wd,mid-size,SUV,grey
"Dallas, TX",13495,2014,ford,like new,6 cylinders,95415,clean,automatic,fwd,full-size,SUV,white
"el paso, TX",3950,2010,hyundai,good,4 cylinders,95405,rebuilt,automatic,fwd,mid-size,sedan,silver
northern WI,24595,2015,ford,excellent,8 cylinders,95400,clean,automatic,4wd,full-size,truck,white
"South Bend, IN",19500,2014,jeep,excellent,6 cylinders,95400,lien,automatic,4wd,full-size,SUV,black
"Madison, WI",24595,2015,ford,excellent,8 cylinders,95400,clean,automatic,4wd,full-size,truck,white
"jackson, MS",20000,2012,gmc,excellent,8 cylinders,95400,clean,automatic,4wd,full-size,truck,silver
"amarillo, TX",31995,2014,gmc,like new,8 cylinders,95396,clean,automatic,4wd,full-size,pickup,black
"st cloud, MN",5995,2012,ford,excellent,4 cylinders,95394,clean,automatic,fwd,compact,hatchback,black
"la crosse, WI",18995,2013,gmc,excellent,8 cylinders,95378,rebuilt,automatic,4wd,full-size,pickup,brown
"Oshkosh, WI",18995,2013,gmc,excellent,8 cylinders,95378,rebuilt,automatic,4wd,full-size,pickup,brown
"wausau, WI",18995,2013,gmc,excellent,8 cylinders,95378,rebuilt,automatic,4wd,full-size,pickup,brown
"Madison, WI",18995,2013,gmc,excellent,8 cylinders,95378,rebuilt,automatic,4wd,full-size,pickup,brown
"abilene, TX",19490,2012,chevrolet,excellent,8 cylinders,95375,clean,automatic,4wd,mid-size,truck,grey
"rockford, IL",19990,2014,ford,excellent,8 cylinders,95374,clean,automatic,4wd,full-size,pickup,red
"rockford, IL",19990,2014,ford,excellent,8 cylinders,95374,clean,automatic,4wd,full-size,pickup,red
"mobile, AL",13590,2016,ford,excellent,4 cylinders,95371,clean,automatic,fwd,full-size,van,white
"Gulfport, MS",13590,2016,ford,excellent,4 cylinders,95371,clean,automatic,fwd,full-size,van,white
"pensacola, FL",13590,2016,ford,excellent,4 cylinders,95371,clean,automatic,fwd,full-size,van,white
boston,18495,2011,toyota,excellent,6 cylinders,95368,clean,automatic,4wd,mid-size,truck,grey
"hudson valley, NY",18995,2013,gmc,good,8 cylinders,95356,clean,automatic,4wd,full-size,truck,silver
"Albany, NY",18995,2013,gmc,good,8 cylinders,95356,clean,automatic,4wd,full-size,truck,silver
"Albany, NY",18995,2013,gmc,good,8 cylinders,95356,clean,automatic,4wd,full-size,truck,silver
"Albany, NY",18995,2013,gmc,good,8 cylinders,95356,clean,automatic,4wd,full-size,truck,silver
"long island, NY",18995,2013,gmc,good,8 cylinders,95356,clean,automatic,4wd,full-size,truck,silver
"long island, NY",18995,2013,gmc,good,8 cylinders,95356,clean,automatic,4wd,full-size,truck,silver
"Albany, NY",18995,2013,gmc,good,8 cylinders,95356,clean,automatic,4wd,full-size,truck,silver
"Albany, NY",18995,2013,gmc,good,8 cylinders,95356,clean,automatic,4wd,full-size,truck,silver
"Albany, NY",18995,2013,gmc,good,8 cylinders,95356,clean,automatic,4wd,full-size,truck,silver
"long island, NY",18995,2013,gmc,good,8 cylinders,95356,clean,automatic,4wd,full-size,truck,silver
san diego,10000,2013,mazda,good,4 cylinders,95350,clean,automatic,fwd,mid-size,SUV,black
delaware,19950,2013,mercedes-benz,excellent,8 cylinders,95350,clean,automatic,rwd,mid-size,convertible,black
"wichita, KS",4950,2011,chevrolet,like new,4 cylinders,95344,rebuilt,automatic,fwd,full-size,sedan,white
"Anchorage, AK",26750,2014,ford,excellent,6 cylinders,95330,clean,automatic,4wd,full-size,truck,green
"Anchorage, AK",26750,2014,ford,excellent,6 cylinders,95330,clean,automatic,4wd,full-size,truck,green
"salem, OR",10995,2015,nissan,excellent,4 cylinders,95330,clean,automatic,fwd,mid-size,sedan,black
"south coast, MA",9000,2012,nissan,excellent,6 cylinders,95315,clean,automatic,fwd,full-size,mini-van,grey
"grand rapids, MI",18755,2012,ram,excellent,8 cylinders,95312,clean,automatic,4wd,full-size,truck,silver
"tucson, AZ",15995,2015,toyota,excellent,4 cylinders,95311,clean,automatic,rwd,mid-size,pickup,white
"Vermont, IL",10498,2012,jeep,good,6 cylinders,95307,clean,automatic,4wd,mid-size,SUV,black
